Gazette Title,Gazette Volume,Gazette Release Number,Gazette Published Date,Claim Title Deed,Claim ERF Number / Address,Claim Reference ID,Claim Date
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,,4471,T134,1998-12-31
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,,16538,W128,1998-12-31
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,,12166,W185,1998-12-31
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T25677/1994,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,,4472,T134,1998-12-31
Suid-Afrikaanse Staatskoerant,672,44701,2021-06-11,T61148/1980,,KRP 9078,2021-06-11
Suid-Afrikaanse Staatskoerant,1738,19145,1998-08-21,"T16001/1993,T8844/1967",,KRN6/2/3/E/8/817/2722/239,1995-08-28
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,,12554,V035,1998-12-31
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,,Rem_Erf_14890,V113,1998-12-31
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,,5521,V214,1998-12-31
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,,1343,W038,1998-12-31
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T18501/1974,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T26494/1996,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T697/1999,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T18932/1997,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T10548/1985,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T20194/1984,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T6792/1991,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T7481/1982,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T20969/2001,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T2755/1976,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T6467/1976,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T5060/1976,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T16729/1976,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T18890/1990,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T68482/2002,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T31291/1995,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T35961/2004,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T35965/2004,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T33242/1988,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T14732/1997,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T50290/2001,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T17983/1974,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T14372/1997,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T7929/1976,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T7929/1976,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T7930/1976,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,1740,19145,1998-08-21,"SS61/1993,T8545/1967",,KRN6/2/3/E/8/817/18/146,1997-01-29
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,,4671,A555,1998-12-31
Suid-Afrikaanse Staatskoerant,1736,19145,1998-08-21,"T19155/1974,T13043/1970",,KRN6/2/3/E/8/817/385/13,1996-07-16
Suid-Afrikaanse Staatskoerant,1735,19145,1998-08-21,T27070/1946,,KRP6/2/2/H/14/0/0/122(16724),1996-07-07
Suid-Afrikaanse Staatskoerant,1744,19145,1998-08-21,"T8084/1967,T850/1925",,KRN6/2/3/E/38/872/1857/233,1996-07-30
Suid-Afrikaanse Staatskoerant,1734,19145,1998-08-21,T42338/1964,,KRP6/2/2/H/14/0/0/155(17993),1997-03-15
Suid-Afrikaanse Staatskoerant,1741,19145,1998-08-21,"T2601/1988,T7055/1962",,KRN6/2/3/E/8/817/2716/2280,1996-10-28
Suid-Afrikaanse Staatskoerant,1742,19145,1998-08-21,"T10573/1978,T16001/1993,T17577/1976,T6582/1978,T10573/1978,T11464/1968,T3665/1938,T6582/1978",,KRN6/2/3/E/8/817/2722/237,1995-06-30
Suid-Afrikaanse Staatskoerant,478,27462,2005-04-08,,Erf:9143,KRK6/2/3/A/1/0/332/66,1996-05-07
Suid-Afrikaanse Staatskoerant,1827,19156,1998-08-28,T43885/1964,,KRP6/2/2/H/14/0/0/189(18177),1996-09-01
Suid-Afrikaanse Staatskoerant,478,27462,2005-04-08,T29925/1997,,KRP 1624,1995-07-10
Suid-Afrikaanse Staatskoerant,478,27462,2005-04-08,T51/1967,,KRP 1624,1998-07-10
Suid-Afrikaanse Staatskoerant,1828,19156,1998-08-28,T31781,,KRP6/2/2/H/14/0/0/190(18179),1997-04-10
Suid-Afrikaanse Staatskoerant,478,27462,2005-04-08,T81164/2003,,KRP 1624,1995-07-10
Suid-Afrikaanse Staatskoerant,478,27462,2005-04-08,T68213/2003,,KRP 1624,1995-07-10
Suid-Afrikaanse Staatskoerant,478,27462,2005-04-08,T87701/2001,,KRP 1624,1995-07-10
Suid-Afrikaanse Staatskoerant,1824,19156,1998-08-28,T29868/1947,,KRP6/2/2/H/14/0/0/178(18131),1997-04-29
Suid-Afrikaanse Staatskoerant,1825,19156,1998-08-28,T14836/1940,,KRP6/2/2/H/14/0/0/188(18175),1996-05-21
Suid-Afrikaanse Staatskoerant,478,27462,2005-04-08,T94997/1999,,KRP 1624,1995-07-10
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T58322/2003,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T697/1999,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,1214,19003,1998-07-03,T22315/1937,,KRP6/2/2/H/6/0/0/71(17147),1996-11-04
Suid-Afrikaanse Staatskoerant,1242,19003,1998-07-03,T1723/1976,,KRP6/2/2/H/14/0/0/60(12693),1996-07-18
Suid-Afrikaanse Staatskoerant,1242,19003,1998-07-03,T1723/1976,,KRP6/2/2/H/14/0/0/60(12693),1996-07-18
Suid-Afrikaanse Staatskoerant,1243,19003,1998-07-03,T29560/1972,,KRP6/2/2/H/14/0/0/67(12707),1996-10-02
Suid-Afrikaanse Staatskoerant,1244,19003,1998-07-03,T26158/1972,,KRP6/2/2/H/14/0/0/83(16538),1996-12-04
Suid-Afrikaanse Staatskoerant,1245,19003,1998-07-03,T19034/1940,,KRP6/2/2/H/14/0/0/91(16555),1996-11-14
Suid-Afrikaanse Staatskoerant,1246,19003,1998-07-03,T33991/1964,,KRP6/2/2/H/14/0/0/92(16556),1996-11-21
Suid-Afrikaanse Staatskoerant,1247,19003,1998-07-03,T42635/1965,,KRP6/2/2/H/14/0/0/93(16558),1996-07-28
Suid-Afrikaanse Staatskoerant,1248,19003,1998-07-03,T32670/1955,,KRP6/2/2/H/14/0/0/95(16559),1996-10-03
Suid-Afrikaanse Staatskoerant,1253,19033,1998-07-10,T33388/1993,,KRN6/2/3/E/8/817/2716/2282,1997-01-08
Suid-Afrikaanse Staatskoerant,1254,19033,1998-07-10,"T27776/1987,T8180/1965",,KRN6/2/3/E/8/81/2716/643,1996-04-13
Suid-Afrikaanse Staatskoerant,1255,19033,1998-07-10,"T19034/1980,T5546/1961",,KRN6/2/3/E/8/817/2710/149,1997-07-23
Suid-Afrikaanse Staatskoerant,1256,19033,1998-07-10,"T29874/1991,T11055/1972",,KRN6/2/3/E/8/817/2716/2415,1996-05-15
Suid-Afrikaanse Staatskoerant,1257,19033,1998-07-10,"T1911/1963,T2297/1943",,KRN6/2/3/E/8/817/2716/2415,1996-05-15
Suid-Afrikaanse Staatskoerant,1258,19033,1998-07-10,"T6956/1966,T7418/1957",,KRN6/2/3/E/8/817/2716/183,1998-01-23
Suid-Afrikaanse Staatskoerant,1259,19033,1998-07-10,"T4876/1968,T4661/1947",,KRN6/2/3/E/8/817/2710/147,1997-04-09
Suid-Afrikaanse Staatskoerant,1260,19033,1998-07-10,"T1736/1958,T8360/1958,T8359/1958,T8359/1958,T31725/1980,T25/1965",,KRN6/2/3/E/8/817/2712/01&187,1992-09-25
Suid-Afrikaanse Staatskoerant,1261,19033,1998-07-10,"T27776/1987,T6826/1970",,KRN6/2/3/E/8/817/2716/250,1994-02-16
Suid-Afrikaanse Staatskoerant,1271,19033,1998-07-10,"T5462/1975,T7664/1968",,KRN6/2/3/E/8/817/2716/197,1998-01-29
Suid-Afrikaanse Staatskoerant,1273,19033,1998-07-10,"T16802/1983,T8710/1971",,KRN6/2/3/E/8/817/2710/162,1996-08-24
Suid-Afrikaanse Staatskoerant,1274,19033,1998-07-10,"T29874/1991,T2570/1966",,KRN6/2/3/E/8/817/2716/1961,1996-08-20
Suid-Afrikaanse Staatskoerant,1275,19033,1998-07-10,"T23537/1997,T17220/1976",,KRN6/2/3/E/8/817/2716/69,1998-06-19
Suid-Afrikaanse Staatskoerant,1276,19033,1998-07-10,"T1932/1972,T17331/1971,T4532/1943,T5238/1945",,KRN6/2/3/E/8/817/2716/1537,1996-08-17
Suid-Afrikaanse Staatskoerant,1277,19033,1998-07-10,"T29874/1991,T29874/1991,T29874/1991,T15018/1967,T15018/1967,T15018/1967,T1355/1943",,KRN6/2/3/E/8/817/2716/237,1995-06-30
Suid-Afrikaanse Staatskoerant,1278,19033,1998-07-10,"T15556/1967,T6227/1944",,KRN6/2/3/E/8/817/2716/2491,1997-01-10
Suid-Afrikaanse Staatskoerant,1279,19033,1998-07-10,"T19213/1991,T10425/1968",,KRN6/2/3/E/8/817/2710/29,1993-06-17
Suid-Afrikaanse Staatskoerant,1280,19033,1998-07-10,"T17319/1971,T6948/1966",,KRN6/2/3/E/8/817/2722/33,1996-02-07
Suid-Afrikaanse Staatskoerant,1283,19033,1998-07-10,"T9921/1993,T8286/1982",,KRN 6/2/3/E/39/836/1863/139,1997-03-20
Suid-Afrikaanse Staatskoerant,1285,19033,1998-07-10,"T18391/1979,T1148/1968",,KRN 6/2/3/E/8/817/2716/2539,1995-12-05
Suid-Afrikaanse Staatskoerant,1286,19033,1998-07-10,"T6618/1968,T758/1943",,KRN 6/2/3/E/8/817/2129/67,1993-10-30
Suid-Afrikaanse Staatskoerant,1287,19033,1998-07-10,"T506/1968,T3235/1944",,KRN 6/2/3/E/8/817/2716/2179,1996-07-27
Suid-Afrikaanse Staatskoerant,476,27268,2005-02-18,,3666,B377,1998-12-31
Suid-Afrikaanse Staatskoerant,1288,19033,1998-07-10,"T19213/1991,T11063/1967",,KRN 6/2/3/E/8/817/2722/33,1996-02-07
Suid-Afrikaanse Staatskoerant,1291,19033,1998-07-10,T19190/71,,S510,1998-07-10
Suid-Afrikaanse Staatskoerant,1292,19033,1998-07-10,T15269/71,,S510,1998-07-10
Suid-Afrikaanse Staatskoerant,1293,19033,1998-07-10,T23900/68,,WC 6/3/A/29/1/24,1998-07-10
Suid-Afrikaanse Staatskoerant,1294,19033,1998-07-10,"T37960/70,T23045/85,T94628/96",,WC 6/3/A/29/1/15 (248),1996-11-28
Suid-Afrikaanse Staatskoerant,1295,19033,1998-07-10,"T4933/69,T25633/1975,T29907/87,T15205/88,T94488/96,T46099/97",,WC 6/3/A/29/1/3 (30),1995-04-21
Suid-Afrikaanse Staatskoerant,1296,19033,1998-07-10,"T25676/69,T2105/71,T22108/82,T28910/83,T28818/86,T60901/95.",,KRK 6/2/3/A/13/3/10520/1 (A93),1998-07-10
Suid-Afrikaanse Staatskoerant,1297,19033,1998-07-10,"T2700/69,T17875/76",,KRK 6/2/3/A/30/10/2177/25 (M704),1998-05-07
Suid-Afrikaanse Staatskoerant,1298,19033,1998-07-10,"T865/73,T17875/76",,KRK 6/2/3/A/30/10/10520/13 (D375),1998-04-09
Suid-Afrikaanse Staatskoerant,1299,19033,1998-07-10,"T37954/70,T37955/70,T37956/70T37957/70,T37958/70,T6245/71,T25633175,T27191/78,T5689/80,T7055/81,T9444/81,T22659/82,T37694/84,T6492/85,T19702/96,T31384/96,T88674/97",,WC 6/3/A/29/1/15 (248),1995-07-12
Suid-Afrikaanse Staatskoerant,1306,19033,1998-07-10,"T437/1982,T21678/1992,T23861/1982,T3430/1976",,KRN 6/2/3/E/8/817/2716/119,1994-10-12
Suid-Afrikaanse Staatskoerant,1307,19033,1998-07-10,"T27776/1987,T12514/1973",,KRN 6/2/3/E/8/817/2716/463,1996-03-17
Suid-Afrikaanse Staatskoerant,1308,19033,1998-07-10,"T27776/1987,T9719/1968",,KRN 6/2/3/E/8/817/2716/971,1995-10-16
Suid-Afrikaanse Staatskoerant,1320,19049,1998-07-17,"T8653/1997,T29576/1990,T29576/1990",,KRN 6/2/2/e/51/0/0/4,1996-08-21
Suid-Afrikaanse Staatskoerant,1324,19049,1998-07-17,"T4091/1965,T5262/1954,T5898/1948,T6178/1947",,KRN 6/2/3/E/8/817/2710/183,1997-05-19
Suid-Afrikaanse Staatskoerant,1325,19049,1998-07-17,"T12118/1989,T11749/1967",,KRN6/2/3/E/8/817/2716/2280,1996-10-28
Suid-Afrikaanse Staatskoerant,1326,19049,1998-07-17,"T14186/1976,T3607/1954,T3642/1930,T3642/193O",,KRN6/2/3/E/38/872/1857/102,1996-08-19
Suid-Afrikaanse Staatskoerant,1327,19049,1998-07-17,"T5053/1960,T6869/1949",,KRN6/2/3/E/8/817/2710/211,1995-04-05
Suid-Afrikaanse Staatskoerant,1328,19049,1998-07-17,"T3654/1969,T7381/1953",,KRN6/2/3/E/8/817/2729/113,1996-09-10
Suid-Afrikaanse Staatskoerant,1330,19049,1998-07-17,"T23531/1996,T26301/1992,T3503/1963,T823/1965",,KRN6/2/3/E/8/817/2129/105,1998-03-08
Suid-Afrikaanse Staatskoerant,1331,19049,1998-07-17,"T35757/1997,T627/1986",,KRN6/2/3/E/8/817/2716/249,1997-01-09
Suid-Afrikaanse Staatskoerant,1338,19049,1998-07-17,T8563/1943,,KRP6/2/2/H/14/0/0/35(12552),1996-06-09
Suid-Afrikaanse Staatskoerant,1339,19049,1998-07-17,T20001/1965,,KRP6/2/2/H/14/0/0/102(16568),1996-09-01
Suid-Afrikaanse Staatskoerant,1340,19049,1998-07-17,T14481/1937,,KRP6/2/2/H/14/0/0/106(16576),1996-06-15
Suid-Afrikaanse Staatskoerant,1341,19049,1998-07-17,TI6591/1939,,KRP6/2/2/H/14/0/0/40(12571),1996-07-07
Suid-Afrikaanse Staatskoerant,1342,19049,1998-06-09,T40484/1965,,KRP6/2/2/H/14/0/0/85(16544),1996-06-09
Suid-Afrikaanse Staatskoerant,1343,19049,1998-07-17,"F99/1950,F100/1950,F2733/59",,KRP6/2/3/H/9/1300/2386/8(17961),1997-03-10
Suid-Afrikaanse Staatskoerant,1344,19049,1998-07-17,"F8881/1939,F9200/58",,KRP6/2/3/H/9/1300/2386/42(23526),1998-04-03
Suid-Afrikaanse Staatskoerant,1345,19049,1998-07-17,"F408/1959,F805/1923",,KRP6/2/3/H/9/1300/2386/33(23501),1998-03-20
Suid-Afrikaanse Staatskoerant,1346,19049,1998-07-17,F3095/62,,KRP6/2/3/H/9/1300/3169/35(12361),1995-11-15
Suid-Afrikaanse Staatskoerant,1347,19049,1998-07-17,T32544/1972,,KRP6/2/2/H/14/0/0/48(12649),1996-06-09
Suid-Afrikaanse Staatskoerant,1348,19049,1998-07-17,"F10198/1936,F10207/1959",,KRP6/2/3/H/9/1300/3169/50(19113),1997-05-06
Suid-Afrikaanse Staatskoerant,1349,19049,1998-07-17,T16983/1940,,KRP6/2/2/H/14/0/0/43(12639),1996-12-12
Suid-Afrikaanse Staatskoerant,1350,19049,1998-07-17,T14811/1958,,KRP6/2/2/H/14/0/0/39(12564),1996-06-06
Suid-Afrikaanse Staatskoerant,1355,19049,1998-07-17,T29691/1964,,KRP6/2/2/H/14/0/0/120(16645),1996-09-01
Suid-Afrikaanse Staatskoerant,1353,19049,1998-07-17,T6940/1965,,KRP6/2/2/H/14/0/0/118(16690),1996-11-14
Suid-Afrikaanse Staatskoerant,1351,19049,1998-07-17,T28823/1944,,KRP6/2/2/H/14/0/0/112(16641),1996-12-12
Suid-Afrikaanse Staatskoerant,1352,19049,1998-07-17,T9960/1951,,KRP6/2/2/H/14/0/0/104(16569),1996-11-14
Suid-Afrikaanse Staatskoerant,1357,19049,1998-07-17,T30809/1958,,KRP6/2/2/H/14/0/0/105(16573),1996-10-13
Suid-Afrikaanse Staatskoerant,1354,19049,1998-07-17,T37009/1964,,KRP6/2/2/H/14/0/0/103(16570),1996-09-01
Suid-Afrikaanse Staatskoerant,1358,19049,1998-07-17,T11894/1972,,KRP6/2/2/H/14/0/0/36(12556),1996-06-09
Suid-Afrikaanse Staatskoerant,1356,19049,1998-07-17,T8369/1940,,KRP6/2/2/H/14/0/0/121(16721),1996-11-23
Suid-Afrikaanse Staatskoerant,1387,19067,1998-07-24,"T10359/50,T31452/74",,EC & OFS 6/2/2/D/1084/0/0/3,1995-11-24
Suid-Afrikaanse Staatskoerant,1384,19067,1998-07-24,"T10359/50,T5369/84",,EC&OFS 6/2/2/D/1084/0/0/3,1995-11-24
Suid-Afrikaanse Staatskoerant,1385,19067,1998-07-24,"T10359/50,T5955/78",,EC & OFS 6/2/2/D/1084/0/0/3,1995-11-24
Suid-Afrikaanse Staatskoerant,1386,19067,1998-07-24,"T10359/50,T5955/78",,EC&OFS 6/2/2/D/1084/0/0/3,1995-11-24
Suid-Afrikaanse Staatskoerant,1383,19067,1998-07-24,"T10359/50,T17929/90",,EC&OFS 6/2/2/D/1084/0/0/3,1995-11-24
Suid-Afrikaanse Staatskoerant,1382,19067,1998-07-24,"T10359/50,TGE16911/78",,EC&OFS 6/2/2/D/1084/0/0/3,1995-11-24
Suid-Afrikaanse Staatskoerant,1359,19049,1998-07-17,T22838/1941,,KRP6/2/2/H/14/0/0/117(16688),1996-12-23
Suid-Afrikaanse Staatskoerant,1360,19049,1998-07-17,"F10352/1938,F273011959",,KRP6/2/3/H/9/1300/2386/16(19941),1996-12-06
Suid-Afrikaanse Staatskoerant,1739,19145,1998-08-21,"T12197/1993,T13338/1980",,KRN6/2/3/E/8/817/2717/247,1995-06-02
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T50290/2001,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T26496/1996,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T15789/1975,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T37908/1996,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T16821/1982,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T14339/1975,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T7234/1976,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T6467/1976,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T6467/1976,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T14338/1975,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T30734/1983,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T50290/2001,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T50290/2001,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T6180/1976,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T7401/1976,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T31297/1995,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T7034/1997,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T7033/1997,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T7033/1997,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T7032/1997,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T16733/2002,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T16735/2002,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T35964/2004,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T17983/1974,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T697/1999,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T4635/1996,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T14372/1997,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T14732/1997,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T14372/1997,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T18731/1974,,KRN6/2/2/E/30/0/0/7,1998-12-31
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T16326/1974`,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T7551/1976,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T7930/1976,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T12531/1976,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,T8210/1994,,KRN6/2/2/E/30/0/0/7,1998-12-30
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,,5066,A552,1998-12-31
Suid-Afrikaanse Staatskoerant,477,27324,2005-03-04,,5008,A813,1998-12-31
Suid-Afrikaanse Staatskoerant,1743,19145,1998-08-21,"T5240/1968,T4477/1959",,KRN6/2/3/E/38/872/2722/1,1995-09-20
Suid-Afrikaanse Staatskoerant,1782,19156,1998-08-28,"T35757/1997,T14817/1970",,KRN6/2/3/E/8/817/2716/781,1996-05-06
Suid-Afrikaanse Staatskoerant,478,27462,2005-04-08,T94997/1999,,KRP 1624,1995-07-10
Suid-Afrikaanse Staatskoerant,478,27462,2005-04-08,T3229/1988,,KRP 1624,1995-07-10
Suid-Afrikaanse Staatskoerant,478,27462,2005-04-08,,Erf:4175,B627,1998-12-31
Suid-Afrikaanse Staatskoerant,1807,19156,1998-08-28,"T2987/1991,T4680/1971",,KRN6/2/3/E/8/817/2716/747,1996-04-28
Suid-Afrikaanse Staatskoerant,478,27462,2005-04-08,,"ERF:82383,82384",C194,1998-12-31
Suid-Afrikaanse Staatskoerant,478,27462,2005-04-08,,"ERF:82446,82447",D240,1998-12-31
Suid-Afrikaanse Staatskoerant,1805,19156,1998-08-28,"T13988/1966,T10083/1954",,KRN6/2/3/E/8/817/2716/2522,1996-06-26
Suid-Afrikaanse Staatskoerant,478,27462,2005-04-08,,2606,F135,1998-12-31
Suid-Afrikaanse Staatskoerant,478,27462,2005-04-08,,Erf:2953,G163,1998-12-31
Suid-Afrikaanse Staatskoerant,1818,19156,1998-08-28,T31057/1958,,KRP6/2/2/H/14/0/0/194(18207),1996-12-01
Suid-Afrikaanse Staatskoerant,478,27462,2005-04-08,,Erf:81714,H416,1998-12-31
Suid-Afrikaanse Staatskoerant,478,27462,2005-04-08,,Erf:57,M207,1998-12-31
Suid-Afrikaanse Staatskoerant,478,27462,2005-04-08,,Erf:81939,P67,1998-12-31
Suid-Afrikaanse Staatskoerant,478,27462,2005-04-08,,"Erf:81962,Rem_2321,ERF_81951",P67,1998-12-31
Suid-Afrikaanse Staatskoerant,1820,19156,1998-08-28,T22328/1955,,KRP6/2/2/H/14/0/0/185(18171),1996-08-28
Suid-Afrikaanse Staatskoerant,478,27462,2005-04-08,,Erf:81571,R150,1998-12-31
Suid-Afrikaanse Staatskoerant,1381,19067,1998-07-24,"T10359/50,T35553/97",,EC&OFS6/2/2/D/1084/0/0/3,1995-11-24
Suid-Afrikaanse Staatskoerant,1392,19067,1998-07-24,"T10359/50,T26889/95",,EC&OFS6/2/2/D/1064/0/0/3,1995-11-24
Suid-Afrikaanse Staatskoerant,1393,19067,1998-07-24,"T10359/50,T24471/92",,EC&OFS6/2/2/D/1084/0/0/3,1995-11-24
Suid-Afrikaanse Staatskoerant,1395,19067,1998-07-24,"T41096/1971,T41096/1971",,KRP6/2/3/H/15/1 304/38/611(10317),1995-12-08
Suid-Afrikaanse Staatskoerant,1396,19067,1998-07-24,"T35395/1963,T35395/1963",,KRP6/2/3/H/15/1304/38/14(8053),1998-07-24
Suid-Afrikaanse Staatskoerant,1397,19067,1998-07-24,"F11438/1944,F3769/1961",,KRP6/2/3/H/9/1300/2386/23(22586),1998-01-23
Suid-Afrikaanse Staatskoerant,1398,19067,1998-07-24,"F4952/1941,F9734/1958,T21584/85,T48581/96",,KRP6/2/3/H/9/1300/2386/32(17870),1998-03-20
